heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler
Generic MSM-Mean EA: generations:10000;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;;;;;
Generic MSM-Mean EA: generations:10000;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;;;;;
Generic MSM-Mean EA: generations:10000;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;26;25,33333333;-426,3333333;-94,3911%;15,742504;0,0000%
Generic MSM-Mean EA: generations:100000;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;253;;;;;
Generic MSM-Mean EA: generations:100000;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;254;;;;;
Generic MSM-Mean EA: generations:100000;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;255;254;-197,6666667;-43,7638%;15,742504;0,0000%
Generic MSM-Mean EA: generations:1000000;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2544;;;;;
Generic MSM-Mean EA: generations:1000000;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2543;;;;;
Generic MSM-Mean EA: generations:1000000;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2543;2543,333333;2091,666667;463,0996%;15,742504;0,0000%
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;25;-426,6666667;-94,4649%;15,742504;0,0000%
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;257;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;256;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;257;256,6666667;-195;-43,1734%;15,742504;0,0000%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2567;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2568;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2568;2567,666667;2116;468,4871%;15,742504;0,0000%
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;25;-426,6666667;-94,4649%;15,742504;0,0000%
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;257;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;256;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;257;256,6666667;-195;-43,1734%;15,742504;0,0000%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2566;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2566;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2567;2566,333333;2114,666667;468,1919%;15,742504;0,0000%
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;25;25;-426,6666667;-94,4649%;15,742504;0,0000%
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;256;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;257;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;257;256,6666667;-195;-43,1734%;15,742504;0,0000%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2566;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2570;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;50words;1.0;[0.42319, 0.65994, 0.87865, 0.89246, 0.78214, 0.65608, 0.50658, 0.60983, 0.82483, 1.0293, 1.2135];15,742504;2567;2567,666667;2116;468,4871%;15,742504;0,0000%
MSM-Mean Exact;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;484;;;;;
MSM-Mean Exact;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;484;;;;;
MSM-Mean Exact;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;471;479,6666667;0;0,0000%;2,2567;0,0000%
3-MSM-Mean;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;469;;;;;
3-MSM-Mean;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;470;;;;;
3-MSM-Mean;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;470;469,6666667;10;2,0848%;2,2567;0,0000%
Buckets MSM-Mean: bucketsize:2;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;0;0;479,6666667;100,0000%;2,2567;0,0000%
Buckets MSM-Mean: bucketsize:3;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;1;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;0;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;0;0,333333333;479,3333333;99,9305%;2,2567;0,0000%
Buckets MSM-Mean: bucketsize:4;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;3;3;476,6666667;99,3746%;2,2567;0,0000%
Buckets MSM-Mean: bucketsize:5;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;11;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;10;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,2567;10;10,33333333;469,3333333;97,8457%;2,2567;0,0000%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.1836, -1.2828, -1.1997, -1.2161, -1.2249, -1.2249, -1.2187, -1.2039, -1.1816, -1.1687, -1.132];2,3711;70;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.1692, -1.1613, -1.2161, -1.2161, -1.2249, -1.2257, -1.2039, -1.2039, -1.1816, -1.1816, -1.132];2,3501;68;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.1692, -1.3278, -1.2161, -1.1845, -1.2257, -1.2257, -1.2187, -1.2187, -1.1687, -1.1687, -1.3197];2,6651;40;59,33333333;420,3333333;87,6303%;2,4621;9,1018%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.2828, -1.1836, -1.1939, -1.2161, -1.2257, -1.2069, -1.2187, -1.2187, -1.1219, -1.1687, -1.1035];2,5623;554;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.2828, -1.1836, -1.1997, -1.1939, -1.21, -1.2257, -1.2187, -1.1965, -1.1687, -1.1687, -1.132];2,4277;716;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.1748, -1.1836, -1.1939, -1.1845, -1.2249, -1.2257, -1.2187, -1.2039, -1.1816, -1.1219, -1.132];2,3465;666;645,3333333;165,6666667;34,5379%;2,4455;8,3662%
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1748, -1.1748, -1.1997, -1.1997, -1.2249, -1.2249, -1.2187, -1.1787, -1.1537, -1.1816, -1.3197];2,542;6198;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1836, -1.1836, -1.1997, -1.1997, -1.21, -1.2249, -1.2039, -1.2039, -1.1816, -1.1687, -1.3197];2,5057;5628;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.1845, -1.2249, -1.2257, -1.2187, -1.1965, -1.1687, -1.1816, -1.1035];2,35;7812;6546;6066,333333;1264,6977%;2,4659;9,2702%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.1836, -1.1692, -1.1997, -1.2069, -1.2249, -1.2161, -1.1787, -1.1965, -1.2039, -1.132, -1.3197];2,6452;60;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.1613, -1.1836, -1.1748, -1.2249, -1.2257, -1.21, -1.2187, -1.1965, -1.1816, -1.132, -1.1035];2,4256;80;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.1692, -1.1939, -1.3278, -1.2069, -1.2161, -1.2249, -1.1965, -1.1816, -1.2039, -1.132, -1.132];2,5174;55;65;414,6666667;86,4489%;2,5294;12,0840%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.2828, -1.1836, -1.1748, -1.2069, -1.2257, -1.2257, -1.1965, -1.1816, -1.1816, -1.1687, -1.1219];2,498;695;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.1997, -1.2828, -1.1748, -1.2069, -1.2161, -1.2249, -1.1965, -1.2039, -1.2187, -1.1219, -1.132];2,5744;648;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.1748, -1.1748, -1.1613, -1.2249, -1.2249, -1.21, -1.1816, -1.2187, -1.1816, -1.1035, -1.1687];2,6196;572;638,3333333;158,6666667;33,0785%;2,564;13,6172%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1748, -1.1692, -1.2828, -1.2069, -1.2249, -1.2257, -1.1965, -1.2187, -1.1816, -1.1687, -1.132];2,4172;6263;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.2828, -1.1836, -1.1748, -1.2161, -1.2249, -1.2257, -1.1816, -1.1816, -1.1816, -1.132, -1.1035];2,5878;4607;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1939, -1.1836, -1.1748, -1.2161, -1.2249, -1.2249, -1.2187, -1.1965, -1.1965, -1.1687, -1.1219];2,3777;6464;5778;5298,333333;1104,5865%;2,4609;9,0486%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.1692, -1.1845, -1.2828, -1.1748, -1.2187, -1.2187, -1.2257, -1.2039, -1.132, -1.1816, -1.1816];2,5771;60;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.2161, -1.1997, -1.1613, -1.1836, -1.2069, -1.2257, -1.2249, -1.21, -1.1537, -1.132, -1.1035];2,5872;51;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.2828, -1.1692, -1.1613, -1.1836, -1.2069, -1.2069, -1.1965, -1.1965, -1.132, -1.1687, -1.1035];2,7279;60;57;422,6666667;88,1167%;2,630733333;16,5743%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.1997, -1.3278, -1.1997, -1.1836, -1.2187, -1.1965, -1.21, -1.2249, -1.1537, -1.1537, -1.1816];2,6441;591;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.1836, -1.1997, -1.1845, -1.1845, -1.2257, -1.1787, -1.2257, -1.21, -1.3621, -1.1537, -1.1816];2,7152;696;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.2828, -1.2161, -1.1997, -1.1845, -1.2069, -1.2249, -1.2249, -1.1787, -1.1687, -1.1035, -1.1816];2,6553;659;648,6666667;169;35,2328%;2,671533333;18,3823%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1692, -1.1939, -1.3278, -1.1836, -1.2249, -1.2187, -1.1787, -1.2257, -1.1537, -1.132, -1.1687];2,6351;5436;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1748, -1.1613, -1.1692, -1.2161, -1.2039, -1.21, -1.21, -1.2187, -1.1537, -1.1537, -1.1537];2,5285;5854;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1748, -1.1845, -1.3977, -1.1997, -1.2069, -1.2249, -1.4289, -1.2039, -1.1537, -1.1687, -1.1687];2,8378;6459;5916,333333;5436,666667;1133,4260%;2,667133333;18,1873%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.1613, -1.2249, -1.1845, -1.3278, -1.1692, -1.1787, -1.3621, -1.2257, -1.1816, -1.1687, -1.132];2,8575;135;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.2161, -1.1997, -1.1939, -1.1748, -1.1939, -1.3621, -1.2257, -1.1219, -1.1537, -1.1816, -1.132];2,8292;136;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;Adiac;1.0;[-1.1845, -1.1845, -1.2249, -1.3675, -1.2249, -1.2187, -1.1965, -1.2257, -1.3928, -1.1787, -1.3197];2,9094;135;135,3333333;344,3333333;71,7860%;2,865366667;26,9715%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.1613, -1.1997, -1.21, -1.3278, -1.2828, -1.4331, -1.2069, -1.1787, -1.1687, -1.1816, -1.3197];2,9185;1191;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1748, -1.1613, -1.2249, -1.1965, -1.2039, -1.2039, -1.1965, -1.1687, -1.3197];2,6884;1307;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;Adiac;1.0;[-1.1939, -1.1748, -1.1997, -1.1836, -1.2249, -1.1219, -1.2069, -1.1787, -1.1787, -1.1687, -1.132];2,6382;1309;1269;789,3333333;164,5587%;2,748366667;21,7870%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1613, -1.1748, -1.1692, -1.2828, -1.21, -1.1965, -1.1965, -1.1219, -1.2257, -1.1687, -1.1035];2,7753;13610;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1692, -1.2249, -1.1939, -1.1692, -1.2161, -1.3928, -1.1787, -1.1816, -1.2069, -1.1816, -1.3197];2,881;13563;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;Adiac;1.0;[-1.1845, -1.1613, -1.1845, -1.2161, -1.2828, -1.2257, -1.2069, -1.2257, -1.2069, -1.1787, -1.3197];2,6698;11720;12964,33333;12484,66667;2602,7797%;2,775366667;22,9834%
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;Adiac;1.0;[-1.1613, -1.1748, -1.1997, -1.1845, -1.21, -1.4331, -1.1965, -1.1787, -1.1816, -1.1687, -1.132];2,5747;24;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;Adiac;1.0;[-1.1692, -1.1748, -1.1939, -1.3977, -1.2249, -1.2069, -1.2187, -1.1787, -1.3928, -1.1219, -1.132];2,7549;22;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;Adiac;1.0;[-1.1692, -1.1748, -1.1939, -1.1845, -1.4173, -1.2069, -1.2187, -1.1787, -1.1816, -1.1687, -1.132];2,5393;22;22,66666667;457;95,2745%;2,622966667;16,2302%
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;Adiac;1.0;[-1.1613, -1.1836, -1.1997, -1.2161, -1.2249, -1.2257, -1.2187, -1.2039, -1.1537, -1.1219, -1.1035];2,3678;230;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;Adiac;1.0;[-1.1613, -1.1748, -1.1939, -1.2161, -1.21, -1.2069, -1.1965, -1.1787, -1.3928, -1.1687, -1.132];2,5715;232;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;Adiac;1.0;[-1.1613, -1.3278, -1.1939, -1.1845, -1.21, -1.2257, -1.2187, -1.2039, -1.1537, -1.1687, -1.1035];2,5175;235;232,3333333;247,3333333;51,5636%;2,4856;10,1431%
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;Adiac;1.0;[-1.1613, -1.1748, -1.1939, -1.2161, -1.2249, -1.2069, -1.2187, -1.1787, -1.1816, -1.1687, -1.132];2,3232;2347;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;Adiac;1.0;[-1.1613, -1.1836, -1.1939, -1.1845, -1.2249, -1.2069, -1.2187, -1.2039, -1.1816, -1.1219, -1.132];2,3676;2394;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.21, -1.2069, -1.1965, -1.2039, -1.1816, -1.1219, -1.132];2,3594;2336;2359;1879,333333;391,7999%;2,350066667;4,1373%
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;Adiac;1.0;[-1.1692, -1.3675, -1.3977, -1.2249, -1.2069, -1.1965, -1.2039, -1.1537, -1.1687, -1.3197];5,7684;17;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;Adiac;1.0;[-1.1613, -1.1748, -1.1939, -1.3977, -1.21, -1.2187, -1.2039, -1.1816, -1.3621, -1.1035];5,4098;17;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;Adiac;1.0;[-1.1692, -1.3278, -1.1939, -1.1845, -1.2249, -1.2257, -1.4289, -1.2039, -1.1816, -1.3621, -1.132];2,8419;17;17;462,6666667;96,4559%;4,673366667;107,0885%
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;Adiac;1.0;[-1.1613, -1.1836, -1.1997, -1.2161, -1.2069, -1.2187, -1.4127, -1.1816, -1.1687, -1.3197];5,3791;173;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;Adiac;1.0;[-1.1613, -1.1748, -1.1997, -1.2161, -1.2069, -1.2187, -1.2039, -1.3928, -1.3621, -1.132];5,3947;173;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;Adiac;1.0;[-1.1692, -1.3278, -1.1939, -1.3977, -1.21, -1.2069, -1.2187, -1.1787, -1.1537, -1.1219, -1.132];2,7219;168;171,3333333;308,3333333;64,2808%;4,498566667;99,3427%
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;Adiac;1.0;[-1.1692, -1.1748, -1.1939, -1.2161, -1.4173, -1.2069, -1.1965, -1.2039, -1.1537, -1.1219, -1.1035];2,6079;1721;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;Adiac;1.0;[-1.1692, -1.1836, -1.1997, -1.2161, -1.21, -1.2257, -1.1965, -1.2039, -1.1816, -1.1687, -1.132];2,2938;1755;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;Adiac;1.0;[-1.1692, -1.1748, -1.1997, -1.2161, -1.21, -1.2257, -1.1965, -1.2039, -1.1537, -1.1687, -1.132];2,3305;1735;1737;1257,333333;262,1265%;2,410733333;6,8256%
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;Adiac;1.0;[-1.1692, -1.3675, -1.2249, -1.2257, -1.2187, -1.1787, -1.3928, -1.1687, -1.1035];8,293;12;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;Adiac;1.0;[-1.1692, -1.1748, -1.1997, -1.1845, -1.2249, -1.2069, -1.1965, -1.4127, -1.1687];8,1155;13;;;;;
