heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;OSULeaf;0.1;[-0.16148, -0.16148, -0.19192, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.45728, -0.45728, -0.46067];6,57003;253;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;OSULeaf;0.1;[-0.16148, -0.16148, -0.19192, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.45728, -0.45728, -0.46067];6,57003;252;252,3333333;203;44,5827%;6,57003;1,5456%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;OSULeaf;0.1;[-0.149, -0.149, -0.19192, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.35954, -0.45728, -0.46067];6,57003;2524;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;OSULeaf;0.1;[-0.149, -0.16148, -0.19192, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.45728, -0.45728, -0.46067];6,57003;2528;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;OSULeaf;0.1;[-0.149, -0.149, -0.149, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.45728, -0.45728, -0.46067];6,57003;2534;2528,666667;2073,333333;455,3441%;6,57003;1,5456%
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;OSULeaf;0.1;[-0.16148, -0.16148, -0.19192, -0.20367, -0.224, -0.2528, -0.30036, -0.34182, -0.35954, -0.40801, -0.46067];6,57003;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;OSULeaf;0.1;[-0.149, -0.149, -0.149, -0.20222, -0.2528, -0.30036, -0.30036, -0.39871, -0.39871, -0.45728, -0.46067];6,57572;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;OSULeaf;0.1;[-0.16148, -0.16148, -0.16148, -0.20222, -0.2528, -0.30036, -0.30036, -0.35954, -0.35954, -0.40801, -0.46067];6,57572;25;25;430,3333333;94,5095%;6,573823333;1,6042%
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;OSULeaf;0.1;[-0.16148, -0.16148, -0.16148, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.40801, -0.40801, -0.46067];6,57003;253;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;OSULeaf;0.1;[-0.16148, -0.16148, -0.19192, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.35954, -0.40801, -0.46067];6,57003;251;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;OSULeaf;0.1;[-0.149, -0.16148, -0.16148, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.40801, -0.40801, -0.46067];6,57003;253;252,3333333;203;44,5827%;6,57003;1,5456%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;OSULeaf;0.1;[-0.149, -0.149, -0.149, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.45728, -0.45728, -0.46067];6,57003;2533;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;OSULeaf;0.1;[-0.149, -0.149, -0.19192, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.40801, -0.40801, -0.46067];6,57003;2527;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;OSULeaf;0.1;[-0.16148, -0.16148, -0.16148, -0.20367, -0.20367, -0.27797, -0.31675, -0.35954, -0.35954, -0.45728, -0.46067];6,57003;2528;2529,333333;2074;455,4905%;6,57003;1,5456%
MSM-Mean Exact;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;456;;;;;
MSM-Mean Exact;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;455;;;;;
MSM-Mean Exact;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;474;461,6666667;0;0,0000%;11,64722;0,0000%
3-MSM-Mean;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;454;;;;;
3-MSM-Mean;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;453;;;;;
3-MSM-Mean;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;453;453,3333333;8,333333333;1,8051%;11,64722;0,0000%
Buckets MSM-Mean: bucketsize:2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;0;0;461,6666667;100,0000%;11,64722;0,0000%
Buckets MSM-Mean: bucketsize:3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;0;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;1;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;0;0,333333333;461,3333333;99,9278%;11,64722;0,0000%
Buckets MSM-Mean: bucketsize:4;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;3;3;458,6666667;99,3502%;11,64722;0,0000%
Buckets MSM-Mean: bucketsize:5;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;10;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;11;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.075079, -0.14003, -0.072373, -0.032416];11,64722;10;10,33333333;451,3333333;97,7617%;11,64722;0,0000%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.72355, -0.50322, -0.041849, -0.041849, 0.11275, 0.11275, -0.075079, 0.38306, -0.14003, 0.31914, 0.47077];13,814588;44;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.35228, -0.35228, -0.21024, -0.041849, 0.33539, 0.33539, 0.19042, 0.38306, -0.14003, -0.072373, -0.48041];13,158943;48;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.55206, -0.50322, -0.21024, -0.041849, 0.10338, 0.10338, 0.19042, -0.075079, 0.31914, -0.072373, 0.47077];12,818726;42;44,66666667;417;90,3249%;13,26408567;13,8820%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.55206, -0.35228, -0.041849, -0.041849, 0.11275, 0.11275, -0.27474, -0.27474, -0.072373, 0.31914, 0.47077];13,500998;505;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.35228, -0.35228, -0.21024, -0.21024, 0.10338, 0.10338, 0.19042, -0.27474, -0.14003, -0.32515, -0.032416];12,428359;521;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.35228, -0.35228, -0.66929, -0.041849, 0.11275, 0.11275, -0.27474, 0.38306, -0.072373, -0.64243, 0.47077];14,330779;457;494,3333333;32,66666667;7,0758%;13,42004533;15,2210%
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.50322, -0.50322, -0.21024, -0.21024, 0.10338, 0.11275, 0.19042, 0.20277, -0.14003, -0.32515, -0.032416];12,515917;4428;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.55206, -0.35228, -0.52161, -0.041849, 0.11275, 0.11275, -0.075079, -0.27474, -0.14003, -0.072373, -0.032416];12,48196;5269;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.35228, -0.50322, -0.21024, -0.041849, 0.11275, 0.11275, -0.075079, 0.38306, -0.072373, -0.072373, 0.47077];13,252951;4697;4798;4336,333333;939,2780%;12,750276;9,4706%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.50322, -0.50322, -0.21024, 0.33539, 0.11275, 0.10338, -0.32515, 0.31914, -0.28455, -0.48041, -0.48041];14,186559;58;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.50322, -0.21024, -0.35228, 0.10338, -0.041849, 0.11275, 0.19042, -0.075079, 0.38306, -0.032416, -0.072373];12,971342;58;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.50322, -0.21024, -0.21024, 0.11275, 0.10338, 0.33539, 0.31914, 0.38306, 0.19042, -0.64243, -0.64243];14,839399;42;52,66666667;409;88,5921%;13,9991;20,1926%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.35228, -0.21024, -0.50322, 0.10338, -0.041849, -0.42863, -0.14003, -0.075079, -0.14003, 0.47077, 0.47077];14,556617;584;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.72355, -0.55206, -0.21024, 0.11275, 0.33539, 0.33539, 0.31914, -0.14003, 0.31914, -0.072373, -0.032416];13,56216;586;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.55206, -0.55206, -0.21024, 0.11275, 0.33539, 0.11275, 0.19042, 0.20277, -0.27474, -0.64243, -0.64243];14,199119;588;586;124,3333333;26,9314%;14,10596533;21,1101%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.55206, -0.35228, -0.72355, 0.10338, 0.33539, -0.041849, 0.19042, -0.27474, 0.20277, -0.032416, -0.48041];13,8614;6315;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.66929, -0.21024, -0.21024, 0.11275, -0.52161, 0.10338, -0.075079, -0.075079, -0.27474, 0.41336, 0.41336];14,076007;6361;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.55206, -0.21024, -0.35228, -0.42863, 0.10338, 0.11275, 0.31914, 0.19042, 0.31914, -0.032416, 0.47077];14,014933;6308;6328;5866,333333;1270,6859%;13,98411333;20,0640%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.66929, -0.66929, -0.72355, 0.65985, -0.42863, -0.075079, 0.33539, -0.27474, -0.072373, -0.072373, -0.32515];15,37839;54;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.041849, -0.50322, -0.041849, -0.35228, 0.10338, -0.28455, 0.19042, 0.33539, -0.072373, 0.31914, 0.41336];14,451068;51;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.21024, -0.66929, -0.50322, -0.21024, -0.28455, 0.10338, -0.60009, 0.20277, 0.47077, -0.48041, -0.48041];16,839491;54;53;408,6666667;88,5199%;15,55631633;33,5625%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.66929, -0.66929, -0.52161, -0.041849, 0.38306, 0.57006, 0.33539, 0.11275, 0.41336, -0.032416, 0.31914];15,479362;525;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.35228, -0.21024, -0.52161, -0.50322, 0.38306, 0.19042, 0.11275, 0.10338, 0.47077, -0.48041, -0.32515];14,941251;521;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.52161, -0.50322, -0.041849, -0.041849, -0.60009, -0.42863, -0.075079, -0.42863, 0.47077, -0.64243, -0.64243];16,555172;511;519;57,33333333;12,4188%;15,658595;34,4406%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.35228, -0.52161, -0.55206, -0.21024, 0.10338, -0.075079, 0.38306, 0.10338, -0.14003, 0.47077, -0.072373];14,095129;5301;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.041849, -0.50322, -0.66929, -0.52161, -0.60009, 0.33539, 0.38306, -0.42863, -0.032416, -0.48041, -0.32515];16,146508;5351;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.66929, -0.21024, -0.66929, -0.21024, -0.075079, 0.38306, 0.38306, -0.27474, -0.14003, -0.64243, -0.32515];14,761292;5568;5406,666667;4945;1071,1191%;15,00097633;28,7945%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.52161, -0.50322, -0.21024, -0.21024, 0.87979, 0.10338, 0.10338, -0.075079, 0.19042, 0.10338, -0.032416];13,964684;82;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.35228, -0.52161, -0.66929, -0.66929, -0.041849, 0.31914, -0.14003, 0.20277, 0.10338, 0.38306, -0.48041];15,474836;95;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;SwedishLeaf;1.0;[-0.041849, -0.21024, -0.66929, 0.57006, -0.60009, 0.33539, 0.41336, -0.075079, 0.31914, -0.42863, -0.032416];15,725987;97;91,33333333;370,3333333;80,2166%;15,055169;29,2598%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.66929, -0.55206, -0.35228, 0.81282, 0.57006, 0.38306, 0.31914, 0.19042, 0.31914, -0.072373, -0.48041];15,376232;1132;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[-0.60009, -0.72355, -0.55206, -0.041849, -0.21024, -0.28455, 0.10338, 0.38306, -0.075079, -0.32515, 0.47077];14,877173;894;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;SwedishLeaf;1.0;[0.11275, -0.21024, -0.041849, -0.55206, -0.55206, 0.20277, 0.41336, -0.27474, 0.20277, 0.20277, -0.48041];15,81865;849;958,3333333;496,6666667;107,5812%;15,35735167;31,8542%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.66929, -0.55206, -0.52161, -0.50322, 0.57006, 0.41336, 0.31914, -0.28455, 0.31914, -0.075079, 0.47077];15,245034;9987;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.50322, -0.72355, -0.60009, 0.81282, -0.50322, -0.28455, -0.072373, 0.19042, 0.10338, -0.072373, -0.48041];15,829585;7793;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;SwedishLeaf;1.0;[-0.55206, -0.55206, 0.11275, -0.52161, 0.11275, 0.31914, 0.31914, -0.075079, -0.42863, -0.28455, -0.48041];14,431542;9877;9219;8757,333333;1896,8953%;15,16872033;30,2347%
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;SwedishLeaf;1.0;[-0.50322, -0.55206, -0.21024, -0.041849, 0.11275, 0.33539, 0.20277, -0.075079, -0.072373, -0.032416];13,78556;25;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;SwedishLeaf;1.0;[-0.50322, -0.21024, -0.041849, 0.11275, -0.42863, 0.19042, -0.28455, -0.14003, 0.41336, -0.032416];14,584624;25;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.19042, -0.075079, -0.32515, -0.64243, 0.47077];14,395243;25;25;436,6666667;94,5848%;14,25514233;22,3909%
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.33539, -0.27474, -0.075079, 0.31914, -0.072373, 0.47077];13,306746;253;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.55206, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.28455, -0.32515, 0.41336, -0.032416];12,727324;244;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;SwedishLeaf;1.0;[-0.72355, -0.35228, -0.21024, -0.52161, 0.11275, 0.10338, -0.27474, -0.075079, -0.32515, -0.072373, -0.032416];12,997591;245;247,3333333;214,3333333;46,4260%;13,01055367;11,7052%
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.66929, -0.041849, 0.57006, 0.10338, 0.20277, -0.075079, -0.14003, -0.072373, -0.032416];12,57593;2504;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.66929, -0.52161, 0.11275, 0.10338, 0.20277, -0.075079, -0.32515, -0.072373, -0.032416];12,783501;2495;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.52161, 0.11275, 0.10338, 0.19042, -0.28455, -0.14003, -0.072373, -0.032416];12,336452;2532;2510,333333;2048,666667;443,7545%;12,56529433;7,8823%
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;SwedishLeaf;1.0;[-0.55206, -0.66929, -0.52161, 0.11275, 0.33539, -0.27474, 0.38306, -0.32515, -0.072373, -0.032416];15,378248;17;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;SwedishLeaf;1.0;[-0.72355, -0.35228, -0.21024, -0.041849, 0.10338, -0.27474, -0.075079, -0.072373, -0.032416];14,936552;17;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;SwedishLeaf;1.0;[-0.72355, -0.35228, -0.041849, 0.10338, 0.19042, -0.28455, -0.32515, -0.072373, -0.032416];15,448451;17;17;444,6666667;96,3177%;15,254417;30,9705%
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.55206, -0.52161, 0.11275, 0.33539, 0.20277, -0.075079, -0.32515, -0.072373, 0.47077];14,750625;181;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.52161, 0.11275, -0.42863, 0.19042, -0.075079, -0.072373, 0.47077];15,172567;181;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.55206, -0.21024, -0.041849, -0.60009, 0.20277, -0.075079, -0.32515, 0.41336, -0.032416];14,98486;175;179;282,6666667;61,2274%;14,96935067;28,5229%
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.11275, 0.33539, 0.20277, -0.28455, -0.072373, -0.032416];13,936749;1840;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.52161, 0.57006, 0.33539, 0.19042, 0.38306, -0.32515, -0.64243, -0.032416];14,029617;1847;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;SwedishLeaf;1.0;[-0.72355, -0.35228, -0.21024, -0.52161, 0.11275, -0.42863, 0.20277, 0.38306, 0.31914, -0.072373, -0.032416];13,80898;1856;1847,666667;1386;300,2166%;13,92511533;19,5574%
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;SwedishLeaf;1.0;[-0.50322, -0.55206, 0.11275, 0.10338, 0.20277, -0.075079, -0.14003, -0.032416];17,081036;12;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;SwedishLeaf;1.0;[-0.66929, -0.041849, 0.11275, 0.33539, 0.19042, -0.28455, 0.31914, -0.072373, -0.48041];16,658185;13;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;SwedishLeaf;1.0;[-0.72355, -0.55206, -0.21024, 0.81282, -0.42863, 0.20277, -0.075079, -0.32515, -0.032416];17,736716;13;12,66666667;449;97,2563%;17,15864567;47,3197%
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.35228, -0.21024, -0.041849, 0.10338, -0.27474, -0.28455, -0.32515, -0.48041];15,466112;142;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;11;SwedishLeaf;1.0;[-0.72355, -0.35228, -0.66929, -0.041849, 0.57006, 0.10338, -0.28455, -0.32515, -0.072373, -0.032416];15,023501;132;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;11;SwedishLeaf;1.0;[-0.50322, -0.55206, -0.21024, 0.11275, -0.42863, -0.28455, -0.32515, -0.64243, -0.032416];16,387107;129;134,3333333;327,3333333;70,9025%;15,62557333;34,1571%
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.55206, -0.21024, 0.57006, 0.33539, 0.20277, -0.075079, 0.31914, -0.072373, 0.47077];15,170615;1370;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;11;SwedishLeaf;1.0;[-0.72355, -0.55206, -0.21024, -0.041849, 0.11275, -0.42863, 0.19042, -0.28455, 0.31914, 0.41336];15,382505;1367;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;11;SwedishLeaf;1.0;[-0.50322, 0.87979, -0.21024, -0.041849, 0.11275, -0.27474, -0.075079, -0.14003, -0.072373, -0.032416];14,60262;1342;1359,666667;898;194,5126%;15,05191333;29,2318%
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;11;SwedishLeaf;1.0;[-0.50322, -0.55206, -0.66929, -0.42863, 0.20277, -0.14003, -0.072373, -0.032416];17,832912;10;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;11;SwedishLeaf;1.0;[-0.72355, -0.35228, -0.21024, -0.041849, 0.10338, 0.19042, 0.41336];19,14631;10;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;11;SwedishLeaf;1.0;[-0.50322, -0.041849, 0.10338, 0.20277, -0.28455, -0.14003, -0.64243, 0.47077];18,140834;10;10;451,6666667;97,8339%;18,373352;57,7488%
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;11;SwedishLeaf;1.0;[-0.72355, -0.35228, -0.60009, 0.10338, -0.27474, -0.32515, -0.072373, -0.032416];17,354777;108;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;11;SwedishLeaf;1.0;[-0.35228, 0.11275, -0.42863, -0.27474, -0.28455, -0.14003, -0.072373, -0.032416];17,300662;107;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;11;SwedishLeaf;1.0;[-0.66929, 0.11275, 0.33539, 0.19042, -0.075079, -0.14003, 0.41336, -0.032416];17,862672;107;107,3333333;354,3333333;76,7509%;17,506037;50,3023%
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;11;SwedishLeaf;1.0;[0.65985, -0.55206, -0.21024, -0.041849, 0.11275, 0.10338, 0.19042, -0.072373, -0.032416];16,313999;1090;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;11;SwedishLeaf;1.0;[-0.50322, -0.041849, 0.57006, 0.10338, 0.19042, -0.075079, -0.32515, 0.41336, -0.032416];16,271633;1106;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;11;SwedishLeaf;1.0;[-0.72355, -0.35228, -0.60009, 0.10338, 0.20277, -0.28455, -0.32515, 0.41336, -0.032416];16,253293;1107;1101;639,3333333;138,4838%;16,27964167;39,7728%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;8;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;8;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;8;8;453,6666667;98,2671%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;83;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;11;SwedishLeaf;1.0;[-0.032416];33,684064;84;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;82;83;378,6666667;82,0217%;33,684064;189,2026%
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;11;SwedishLeaf;1.0;[-0.48041];33,684064;876;;;;;
