heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;;;;;
Generic MSM-Mean EA: generations:1000000;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7678;7682,333333;-6855;-47,15%;22,499962;0,00%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;76;76;-14461,33333;-99,48%;22,499962;0,00%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;767;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;768;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;774;769,6666667;-13767,66667;-94,71%;22,499962;0,00%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7691;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7693;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7685;7689,666667;-6847,666667;-47,10%;22,499962;0,00%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;76;76;-14461,33333;-99,48%;22,499962;0,00%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;767;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;768;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;767;767,3333333;-13770;-94,72%;22,499962;0,00%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7675;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7682;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7671;7676;-6861,333333;-47,20%;22,499962;0,00%;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;76;;;;;;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;76;76;-14461,33333;-99,48%;22,499962;0,00%;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;768;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;767;;;;;;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;767;767,3333333;-13770;-94,72%;22,499962;0,00%;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7673;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7672;;;;;;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;20;ECG200;1.0;[0.59881, 0.54265, 0.12095, 0.3264, 0.47395, 0.59474, 0.65738, 0.65089, 0.57517, 0.4012, 0.34997, 0.14805, -0.033206, -0.11427, 0.12035, -0.2201, -0.15123, -0.077445, -0.097869, -0.13679];22,499962;7673;7672,666667;-6864,666667;-47,22%;22,499962;0,00%;;;;;
MSM-Mean Exact;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;14506;;;;;;;;;;
MSM-Mean Exact;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;14390;;;;;;;;;;
MSM-Mean Exact;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;14529;14475;0;0,00%;19,890218;0,00%;;;;;
3-MSM-Mean;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;14433;;;;;;;;;;
3-MSM-Mean;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;14433;;;;;;;;;;
3-MSM-Mean;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;14358;14408;-67;-0,46%;19,890218;0,00%;;;;;
Buckets MSM-Mean: bucketsize:2;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;0;;;;;;;;;;
Buckets MSM-Mean: bucketsize:2;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;0;;;;;;;;;;
Buckets MSM-Mean: bucketsize:2;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;0;0;-14475;-100,00%;19,890218;0,00%;;;;;
Buckets MSM-Mean: bucketsize:3;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;1;;;;;;;;;;
Buckets MSM-Mean: bucketsize:3;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;1;;;;;;;;;;
Buckets MSM-Mean: bucketsize:3;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;1;1;-14474;-99,99%;19,890218;0,00%;;;;;
Buckets MSM-Mean: bucketsize:4;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;7;;;;;;;;;;
Buckets MSM-Mean: bucketsize:4;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;7;;;;;;;;;;
Buckets MSM-Mean: bucketsize:4;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;7;7;-14468;-99,95%;19,890218;0,00%;;;;;
Buckets MSM-Mean: bucketsize:5;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;21;;;;;;;;;;
Buckets MSM-Mean: bucketsize:5;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;21;;;;;;;;;;
Buckets MSM-Mean: bucketsize:5;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.89279, 0.94676, 0.32998, 0.03126, -0.1359, -0.15542, -0.14038, -0.26543, -0.21641, -0.21591, 0.30101, 0.091358, -0.19872, -0.36105, -0.45618, -0.20099, -0.0059818, 0.33235];19,890218;21;21;-14454;-99,85%;19,890218;0,00%;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.51955, 0.29974, 0.89279, 0.89279, 0.32998, 0.03126, -0.15542, -0.1359, -0.2944, -0.056677, -0.21591, -0.29662, -0.1329, 0.30147, -0.19872, -0.36105, -0.72348, -0.20099, 0.43008, 0.5885];22,374299;84;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.29974, 0.29974, 0.94676, 0.94676, 0.32998, 0.13987, -0.15542, -0.15542, -0.14038, -0.056677, -0.21641, -0.29662, -0.1329, 0.30101, 0.22212, -0.51602, -0.40942, -0.40942, -0.0059818, 0.43008];22,057817;79;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.26389, 0.29974, 0.94676, 0.89279, 0.32998, -0.20976, -0.48787, -0.15542, -0.2944, -0.14038, -0.21641, -0.29662, 0.091358, 0.30147, -0.075739, -0.19872, -0.45618, -0.40942, 0.43008, 0.43008];22,469925;74;79;-14396;-99,45%;22,30068033;12,12%;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;20;FaceAll;1.0;[0.26389, 0.29974, 0.94676, 0.94676, 0.32998, 0.03126, -0.15542, -0.1359, -0.26543, -0.2944, 0.018735, 0.16472, -0.1329, -0.1329, -0.42054, -0.075739, -0.042934, 0.2251, 0.33235, -0.0059818];22,729076;653;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;20;FaceAll;1.0;[0.51955, 0.29974, 0.94676, 0.89279, 0.32998, 0.03126, -0.15542, -0.15542, -0.2944, 0.11306, 0.16472, -0.21591, 0.4454, -0.088953, 0.22212, -0.51602, -0.72348, -0.20099, -0.20099, 0.5885];23,161317;716;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;20;FaceAll;1.0;[0.29974, 0.51955, 0.94676, 0.89279, 0.32998, -0.20976, -0.1359, -0.1359, -0.26543, -0.056677, 0.018735, -0.29662, 0.091358, 0.30147, -0.36105, -0.42054, -0.40942, -0.45618, -0.20099, -0.20099];22,929418;764;711;-13764;-95,09%;22,939937;15,33%;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;20;FaceAll;1.0;[0.29974, 0.29974, 0.94676, 0.94676, 0.13987, 0.13987, -0.15542, -0.1359, -0.26543, -0.26543, -0.21591, -0.21641, 0.4454, 0.30147, -0.42054, -0.36105, -0.20099, -0.042934, 0.33235, -0.0059818];22,39794;8617;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;20;FaceAll;1.0;[0.26389, 0.26389, 0.89279, 0.94676, 0.13987, 0.03126, -0.15542, -0.41019, -0.056677, -0.14038, -0.21641, -0.21641, 0.30147, 0.091358, 0.22212, -0.075739, -0.40942, 0.2251, -0.20099, 0.33235];21,97419;9081;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;20;FaceAll;1.0;[0.29974, 0.29974, 0.89279, 0.94676, 0.32998, 0.13987, -0.48787, -0.15542, -0.26543, -0.14038, -0.21641, 0.018735, -0.1329, 0.30101, -0.51602, -0.36105, -0.40942, -0.042934, -0.0059818, 0.43008];22,34146;8792;8830;-5645;-39,00%;22,23786333;11,80%;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.24205, 0.24205, 0.89279, 0.19271, 0.19271, 0.03126, -0.15542, -0.1359, -0.15542, -0.26543, -0.29662, 0.018735, -0.088953, 0.30101, -0.1329, -0.20099, -0.075739, -0.20099, -0.0059818, -0.0059818];22,774271;123;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.51955, 0.51955, 0.95864, 1.0969, 0.32998, 0.13987, -0.15542, -0.15542, -0.15542, -0.26543, -0.21591, -0.21591, -0.1329, -0.088953, -0.088953, -0.20099, -0.042934, -0.075739, -0.29549, 0.43008];22,812025;121;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.51955, 0.95864, 0.95864, 1.0969, 0.19271, 0.13987, -0.14038, -0.15542, -0.14038, -0.29662, -0.21591, -0.26543, 0.22212, 0.30147, 0.22212, 0.2251, -0.51602, -0.40942, 0.33235, 0.5885];23,70034;93;112,3333333;-14362,66667;-99,22%;23,09554533;16,12%;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;20;FaceAll;1.0;[0.24205, 0.26389, 0.51955, 1.5045, 0.13987, 0.19271, -0.48787, -0.1359, -0.15542, 0.018735, -0.21591, -0.21641, 0.22212, -0.19872, 0.30147, -0.20099, -0.51602, -0.075739, -0.29549, -0.20099];24,41864;978;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;20;FaceAll;1.0;[0.24205, 0.51955, 1.1591, 1.0969, 0.19271, 0.13987, -0.15542, -0.1359, -0.14038, -0.29662, -0.21591, 0.018735, 0.30147, 0.30147, -0.1329, -0.40942, -0.72348, 0.2251, -0.29549, -0.20099];23,138893;1147;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;20;FaceAll;1.0;[0.26389, 0.51955, 0.95864, 0.19271, 0.32998, 0.32998, -0.1359, -0.056677, -0.14038, -0.21641, 0.018735, -0.21641, -0.19872, 0.30147, 0.091358, -0.40942, -0.042934, -0.45618, 0.33235, -0.0059818];24,3902;1097;1074;-13401;-92,58%;23,98257767;20,57%;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;20;FaceAll;1.0;[0.24205, 0.95864, 1.1591, 1.5045, 0.32998, 0.19271, -0.15542, -0.2944, -0.14038, -0.26543, -0.21591, 0.018735, -0.1329, 0.22212, -0.19872, -0.51602, -0.45618, -0.36105, -0.29549, 0.43008];23,235112;11593;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;20;FaceAll;1.0;[0.29974, 0.24205, 1.1591, 1.0969, 0.13987, 0.32998, -0.056677, -0.14038, -0.1359, -0.26543, -0.21641, -0.21641, -0.19872, 0.091358, 0.091358, -0.20099, -0.51602, -0.36105, 0.5885, -0.29549];23,845045;11974;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;20;FaceAll;1.0;[0.29974, 0.29974, 0.24205, 1.0969, 0.19271, 0.03126, -0.15542, -0.2944, -0.15542, -0.21641, -0.21591, 0.11306, 0.30101, 0.091358, 0.4454, -0.20099, -0.40942, -0.042934, -0.29549, -0.29549];23,978152;11225;11597,33333;-2877,666667;-19,88%;23,686103;19,08%;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.51955, 0.19271, 0.29974, 0.95864, 0.13987, -0.1359, -0.20976, -0.1359, -0.14038, 0.11306, -0.056677, -0.29662, -0.075739, -0.36105, -0.1329, 0.30101, -0.0059818, 0.2251, 0.2251, -0.042934];25,947614;114;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.51955, -0.35476, 0.89279, 0.94676, 0.13987, -0.20976, 0.03126, -0.1359, -0.29662, 0.16472, -0.21641, 0.16472, -0.1329, -0.1329, -0.088953, 0.22212, -0.29549, 0.2251, -0.042934, -0.29549];25,09439;104;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.19271, 0.19271, 0.94676, 0.95864, 1.0969, -0.1359, -0.15542, -0.15542, -0.056677, 0.018735, -0.056677, -0.2944, -0.1329, -0.51602, -0.42054, -0.1329, 0.2251, -0.042934, -0.042934, -0.40942];26,347929;68;95,33333333;-14379,66667;-99,34%;25,79664433;29,70%;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;20;FaceAll;1.0;[0.29974, 0.26389, 0.94676, 0.51955, 0.03126, -0.1359, 0.13987, -0.1359, -0.21641, -0.2944, -1.2313, -0.14038, -0.1329, -0.51602, -0.075739, -0.42054, -0.29549, -0.40942, -0.0059818, -0.72348];26,904031;650;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;20;FaceAll;1.0;[0.26389, 0.24205, 0.94676, 1.1591, 0.13987, 0.03126, -0.41019, -0.1359, -0.2944, 0.018735, -0.21591, 0.11306, 0.30147, 0.4454, -0.088953, -0.19872, -0.40942, -0.29549, 0.5885, 0.2251];23,224214;1059;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;20;FaceAll;1.0;[0.26389, 0.19271, 0.26389, 0.94676, 0.13987, 0.03126, -0.20976, -0.41019, -0.2944, -0.21591, -1.2313, 0.16472, -0.19872, 0.4454, 0.091358, -0.088953, -0.042934, -0.0059818, 0.33235, 0.5885];25,582165;1182;963,6666667;-13511,33333;-93,34%;25,23680333;26,88%;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;20;FaceAll;1.0;[0.26389, 0.26389, 1.1591, 1.5045, 0.03126, 0.32998, -0.15542, -0.20976, -0.29662, -0.29662, -0.21591, -0.14038, 0.30147, 0.30101, 0.30147, 0.091358, 0.33235, -0.45618, -0.042934, 0.2251];25,594152;10663;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;20;FaceAll;1.0;[0.24205, 0.19271, 0.95864, 0.95864, 0.32998, 0.03126, -0.1359, -0.1359, -0.14038, -0.14038, -0.056677, -0.2944, 0.30147, -0.088953, -0.51602, -0.42054, -0.72348, -0.042934, -0.0059818, -0.042934];22,028772;12852;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;20;FaceAll;1.0;[0.24205, 0.24205, 0.95864, 0.51955, 0.13987, -0.20976, -0.15542, -0.41019, 0.11306, 0.16472, -0.14038, -0.2944, 0.22212, -0.075739, -0.088953, -0.088953, -0.40942, -0.45618, -0.29549, -0.0059818];24,243473;10872;11462,33333;-3012,666667;-20,81%;23,95546567;20,44%;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;20;FaceAll;1.0;[0.51955, 1.1591, 0.89279, 0.95864, 0.24205, 0.03126, -0.15542, 1.4494, -0.14038, -0.26543, 0.22212, -0.088953, -0.29662, -0.088953, 0.4454, -0.075739, 0.5885, -0.36105, 0.43008, 0.43008];29,564151;110;;;;;;;;;;
