heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;20;yoga;0.1;[-1.6267, -1.6267, -2.1664, -2.1664, -1.7815, -1.8118, -2.1232, -2.1232, -1.8071, -2.0563, -1.9768, -1.9768, -1.7864, -1.7345, -1.7548, -1.61, -1.683, -1.6583, -1.4661, -0.82989];12,32091;861;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;20;yoga;0.1;[-1.6694, -1.6267, -1.7476, -1.7476, -1.8118, -1.8118, -2.132, -2.132, -1.8066, -1.8066, -1.9768, -1.7988, -1.7864, -1.7864, -1.7548, -1.6657, -1.5043, -1.6583, -1.6555, -1.4661];10,50739;937;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;20;yoga;0.1;[-2.1547, -2.1547, -2.1587, -2.1587, -1.7815, -1.7815, -1.8385, -1.8385, -1.8066, -2.0563, -1.9768, -1.9768, -1.8445, -1.7195, -1.6657, -1.7548, -1.5043, -1.6583, -1.439, -1.439];11,05129;879;892,3333333;-13349;-93,73%;11,29319667;39,48%;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;20;yoga;0.1;[-2.1705, -2.1547, -2.1587, -2.1664, -1.7815, -1.8118, -1.8385, -1.8497, -1.8066, -1.8066, -1.9098, -1.9768, -1.7864, -1.7864, -1.7202, -1.6657, -0.67821, -0.67821, -1.4661, -1.439];12,36933;8828;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;20;yoga;0.1;[-1.6694, -1.6267, -1.7098, -1.7098, -2.1481, -2.1481, -1.8385, -1.8385, -2.0563, -1.8071, -1.7988, -1.9098, -1.7195, -1.7345, -1.7548, -1.61, -1.683, -1.683, -1.4661, -1.645];11,01409;10604;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;20;yoga;0.1;[-1.6267, -2.1705, -2.1587, -2.1664, -1.7815, -1.7815, -1.8497, -1.8385, -1.8066, -1.8066, -1.9768, -1.9768, -1.7864, -1.7345, -1.7548, -1.61, -1.5826, -1.6583, -0.82989, -0.75376];12,13733;10017;9816,333333;-4425;-31,07%;11,84025;46,24%;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;20;yoga;0.1;[-1.7098, -2.1705, -2.1705, -1.8118, -1.7476, -1.7476, -1.8497, -2.132, -2.132, -1.8133, -1.9098, -1.9768, -1.7548, -1.6657, -1.8445, -1.7202, -1.6583, -1.683, -1.4661, -1.645];11,92409;109;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;20;yoga;0.1;[-1.7098, -1.7098, -2.1587, -1.7815, -2.1481, -2.1326, -1.8066, -1.8497, -1.8497, -1.8071, -1.7988, -1.8133, -1.8445, -1.7548, -1.6657, -1.61, -1.683, -1.5826, -0.75376, -0.75376];12,0634;102;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;20;yoga;0.1;[-1.7098, -1.6267, -1.6267, -1.7476, -2.1326, -2.1481, -2.132, -2.1067, -2.1067, -1.7988, -1.7988, -1.7988, -1.8445, -1.7345, -1.8445, -0.65463, -0.65463, -0.67821, -1.439, -1.6555];13,12837;96;102,3333333;-14139;-99,28%;12,37195333;52,81%;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;20;yoga;0.1;[-2.1547, -1.6694, -1.6694, -1.7815, -1.8118, -1.8118, -2.132, -2.1232, -1.8066, -1.9098, -1.8071, -1.8133, -1.7864, -1.7864, -1.7195, -1.7202, -1.683, -1.5043, -1.4661, -0.82989];11,71621;889;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;20;yoga;0.1;[-2.1587, -1.7098, -2.1705, -1.8118, -2.1326, -2.1326, -1.8385, -1.8385, -1.8385, -1.8071, -1.9768, -1.9098, -1.8445, -1.7345, -1.7548, -1.5043, -1.5043, -1.6583, -1.6555, -1.439];12,19879;985;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;20;yoga;0.1;[-2.1547, -2.1587, -2.1587, -2.1664, -2.1481, -2.1481, -2.1232, -2.1232, -2.132, -1.8133, -1.8133, -1.9768, -1.7195, -1.7864, -1.8445, -1.6583, -1.7202, -1.683, -1.6555, -1.6555];10,28869;1132;1002;-13239,33333;-92,96%;11,40123;40,82%;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;20;yoga;0.1;[-1.7098, -1.6267, -1.6694, -1.7815, -1.7815, -2.1481, -2.1067, -1.8497, -1.8066, -2.0563, -1.9768, -1.8071, -1.6657, -1.7548, -1.7195, -1.6583, -1.61, -1.6583, -0.82989, -0.75376];12,08523;9471;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;20;yoga;0.1;[-1.6694, -1.6694, -1.7098, -1.7815, -1.7476, -1.8118, -1.8066, -1.8497, -1.8066, -1.8071, -1.7988, -1.7988, -1.7548, -1.7864, -1.7345, -1.61, -1.61, -1.7202, -1.439, -1.6555];10,14569;11149;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;20;yoga;0.1;[-2.1705, -2.1587, -1.7098, -2.1481, -1.7815, -1.7815, -2.132, -2.132, -2.132, -2.0563, -1.8133, -2.0563, -0.39832, -0.55606, -0.55606, -1.683, -1.683, -0.65463, -1.4661, -0.75376];18,86519;7465;9361,666667;-4879,666667;-34,26%;13,69870333;69,20%;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;20;yoga;0.1;[-1.7098, -1.6694, -1.7098, -2.1547, -1.7815, -1.8385, -1.7815, -1.8118, -1.9098, -1.9768, -1.8071, -1.8133, -1.6657, -1.7195, -0.47733, -0.55606, -0.67821, -1.683, -1.6583, -1.5043];13,47884;103;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;20;yoga;0.1;[-1.6694, -1.6694, -1.7098, -1.7098, -2.132, -2.1326, -2.1326, -2.1326, -2.0563, -1.8066, -1.9098, -1.8133, -1.8445, -1.8445, -1.8445, -1.61, -0.75376, -1.5826, -1.683, -1.683];12,48168;133;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;20;yoga;0.1;[0.18387, 0.25196, 0.26719, 0.25196, -2.1326, -1.8118, -2.1232, -2.1326, -2.0563, -1.9768, -1.7988, -2.1067, -1.6657, -1.7202, -0.47733, -0.55606, -0.67821, -1.5043, -1.4661, -0.82989];18,877629;83;106,3333333;-14135;-99,25%;14,94604967;84,60%;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;20;yoga;0.1;[-1.6267, -2.1705, -2.1547, -1.6694, -0.053339, -0.053339, -2.1326, -1.8118, -2.0563, -1.8066, -1.8071, -2.0563, -1.7345, -1.6657, -1.6657, -1.6657, -1.683, -0.75376, -1.683, -1.5826];18,589063;1074;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;20;yoga;0.1;[-2.1664, -2.1547, -1.7476, -1.6694, -2.132, -2.132, -1.8497, -1.8118, -1.8071, -1.9768, -1.8066, -1.8066, -1.8445, -1.7195, -1.8445, -1.7345, -0.65463, -0.65463, -0.65463, -0.65463];13,25094;877;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;20;yoga;0.1;[-1.6267, -2.1705, -1.7476, -1.6694, -2.1326, -2.1326, -2.1481, -2.1481, -1.7988, -1.7988, -1.8066, -2.0563, -1.8445, -1.6657, -1.7864, -1.7202, -1.6583, -1.439, -1.5043, -1.6583];12,42039;1269;1073,333333;-13168;-92,46%;14,75346433;82,22%;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;20;yoga;0.1;[-2.1587, -2.1547, -2.1664, -2.1547, -1.7815, -2.1481, -1.7815, -1.7815, -1.7988, -1.9768, -1.8066, -1.7988, -1.7345, -1.7345, -1.7202, -1.7345, -1.645, -1.4661, -1.439, -1.5043];10,97019;10877;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;20;yoga;0.1;[-1.6267, -2.1705, -2.1664, -2.1705, -1.8385, -2.1481, -1.8118, -2.132, -1.7988, -1.9768, -2.1067, -2.0563, -1.7548, -1.7202, -1.6657, -1.6657, -1.5826, -0.75376, -1.645, -1.5043];14,18428;10909;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;20;yoga;0.1;[-1.6694, -1.7476, -2.1664, -2.1664, -1.7815, -2.132, -2.1326, 0.055105, -1.9098, -2.1067, -1.8133, -1.7988, -0.62976, -1.7548, -1.7345, -1.7195, -1.6555, -1.6555, -1.439, -1.5043];19,251934;10025;10603,66667;-3637,666667;-25,54%;14,80213467;82,82%;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;20;yoga;0.1;[0.23541, -1.7476, -1.7476, -1.6267, -1.7476, -2.1326, -2.132, -2.0563, -2.0563, -2.0563, -1.9768, -1.8445, -1.7548, -1.7195, -1.7864, -1.61, -1.4661, -1.439, -1.683, -0.75376];15,946559;141;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;20;yoga;0.1;[-1.7098, -1.7815, -2.1705, -1.6694, -1.7476, -2.1326, -2.132, -2.132, -2.0563, -2.132, -1.9098, -1.7988, -1.7345, -1.7864, -1.9098, -1.5043, -1.61, -1.5826, -1.439, -1.6555];12,47699;149;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;20;yoga;0.1;[-1.7476, -2.1705, -2.1481, -1.7098, -1.7098, -1.8385, -1.8385, -1.8071, -0.1336, -0.2137, -1.7988, -1.8133, -1.7548, -1.7864, -1.8445, -1.6583, -0.75376, -0.65463, -1.4661, -1.61];17,2833;153;147,6666667;-14093,66667;-98,96%;15,23561633;88,18%;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;20;yoga;0.1;[-1.6694, -2.1587, -1.6267, -2.1481, -1.7476, -0.053339, -0.053339, -0.2137, -1.8066, -1.8385, -1.9768, -1.8133, -1.9768, -1.7195, -1.9768, -0.65463, -0.62976, -1.5826, -1.4661, -1.5826];19,977343;1512;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;20;yoga;0.1;[-1.7476, -1.7098, -2.1481, -2.1481, -2.1587, -2.1067, -2.1326, -2.1067, -1.8071, -1.8071, -1.9098, -1.7988, -1.7195, -1.7345, -1.9768, -0.82989, -1.6555, -1.5826, -1.61, -1.5043];13,02935;1087;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;20;yoga;0.1;[-2.1664, -1.6267, -2.1587, -1.7476, -1.7476, -1.8066, -1.8118, -1.8066, -1.8497, -1.8385, -1.7548, -1.7195, -1.9098, -1.9768, -1.9098, -0.65463, -0.62976, -1.7202, -1.645, -1.6583];14,88238;1086;1228,333333;-13013;-91,37%;15,96302433;97,16%;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;20;yoga;0.1;[-1.7476, -2.1705, -1.7098, -2.1481, -2.1664, -1.8066, -0.2137, -0.2137, 0.055105, -0.2137, -1.9768, -1.9098, -1.7548, -0.55606, -0.3575, -0.62976, -0.75376, -0.65463, -1.6583, -1.439];20,558195;8770;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;20;yoga;0.1;[-1.7815, -1.7098, -2.1587, -2.1481, -1.7815, -1.8066, -2.1326, -2.1326, -2.1232, -1.8066, -1.6657, -1.9768, -1.7345, -1.8133, -1.8445, -1.6555, -1.6583, -1.6583, -1.439, -1.6555];12,15299;16786;;;;;;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;20;yoga;0.1;[-2.1705, -1.7815, -1.7815, 0.23541, 0.18387, 0.0033647, -1.8385, -2.1232, -1.8497, -2.132, -1.7864, -0.39832, -1.9098, -1.7345, -1.8133, -1.5043, -0.67821, -0.62976, -0.65463, -0.67821];22,696404;15005;13520,33333;-721;-5,06%;18,46919633;128,12%;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;20;yoga;0.1;[-1.6694, -1.7098, -1.7815, -1.8385, -1.8066, -1.9768, -1.9098, -1.7864, -1.7202, -1.6583, -1.4661];9,07379;59;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;20;yoga;0.1;[-1.6694, -1.7476, -1.8118, -1.8385, -1.8066, -1.8133, -1.7345, -1.7864, -1.7548, -1.7202, -1.6583, -1.6555, -1.645];8,49719;60;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;20;yoga;0.1;[-1.6267, -1.6694, -1.7098, -2.1664, -2.1326, -1.8497, -1.8071, -1.7988, -1.7345, -1.7195, -1.7202, -1.6583, -1.6555, -1.439];9,16639;61;60;-14181,33333;-99,58%;8,912456667;10,08%;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;20;yoga;0.1;[-1.6267, -1.6694, -1.7476, -1.8118, -1.8385, -1.8066, -1.8133, -1.7345, -1.7548, -1.7202, -1.6583, -1.4661, -1.439];8,61009;596;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;20;yoga;0.1;[-1.6694, -1.7476, -1.7815, -1.8385, -1.8066, -1.8133, -1.7345, -1.6657, -1.5826, -1.6555];8,41719;595;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;20;yoga;0.1;[-1.6694, -1.7098, -1.7815, -1.8385, -1.8066, -1.8133, -1.7345, -1.6657, -1.5826, -1.4661];8,35759;584;591,6666667;-13649,66667;-95,85%;8,461623333;4,51%;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;20;yoga;0.1;[-1.6694, -1.7476, -1.8118, -1.8497, -1.8071, -1.7988, -1.7345, -1.6657, -1.5826, -1.6583, -1.645];8,33219;5958;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;20;yoga;0.1;[-1.6694, -1.7476, -1.8118, -1.8385, -1.8066, -1.8071, -1.8133, -1.7345, -1.7195, -1.6657, -1.683, -1.6555];8,31409;5996;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;20;yoga;0.1;[-1.6694, -1.7476, -1.7815, -1.8385, -1.8066, -1.8133, -1.7345, -1.7195, -1.6657, -1.61, -1.5043, -1.4661];8,30469;5984;5979,333333;-8262;-58,01%;8,31699;2,72%;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;20;yoga;0.1;[-1.7098, -1.7815, -1.8497, -1.8066, -1.8071, -1.7988, -1.7548, -1.61, -1.6555, -1.645];8,33959;45;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;20;yoga;0.1;[-1.7098, -1.7476, -1.7815, -1.8385, -1.8071, -1.7988, -1.7195, -1.7202, -1.6555];8,29509;45;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;20;yoga;0.1;[-1.7098, -1.8118, -1.8066, -1.8071, -1.8133, -1.7195, -1.683, -1.645];8,22119;45;45;-14196,33333;-99,68%;8,28529;2,33%;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;20;yoga;0.1;[-1.7098, -1.8118, -1.8066, -1.8133, -1.7195, -1.6657, -1.6583, -1.645];8,15579;455;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;20;yoga;0.1;[-1.6694, -1.7815, -1.8118, -1.8066, -1.8133, -1.7864, -1.7202, -1.683, -1.6583, -1.6555, -1.645];8,15909;464;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;20;yoga;0.1;[-1.7098, -1.7815, -1.8497, -1.8066, -1.7988, -1.7195, -1.7202, -1.683, -1.645];8,14969;453;457,3333333;-13784;-96,79%;8,154856667;0,72%;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.8118, -1.8385, -1.8066, -1.7988, -1.7195, -1.683, -1.6555, -1.645];8,07869;4661;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.8118, -1.8066, -1.8071, -1.7345, -1.7202, -1.6555, -1.645];8,12399;4633;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.8118, -1.8066, -1.8133, -1.7988, -1.7345, -1.7202, -1.6555, -1.645];8,11779;4620;4638;-9603,333333;-67,43%;8,106823333;0,13%;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;20;yoga;0.1;[-1.7098, -1.7815, -1.8066, -1.7345, -1.7195, -1.683, -1.645];8,15759;37;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;20;yoga;0.1;[-1.7098, -1.8118, -1.8071, -1.7988, -1.7864, -1.6657, -1.6583, -1.645];8,22589;36;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;20;yoga;0.1;[-1.7098, -1.8385, -1.8066, -1.7345, -1.7195, -1.6583, -1.439];8,30289;36;36,33333333;-14205;-99,74%;8,22879;1,64%;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;20;yoga;0.1;[-1.7476, -1.8385, -1.8497, -1.8071, -1.7988, -1.7202, -1.683, -1.6583, -1.6555, -1.439];8,07569;380;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;20;yoga;0.1;[-1.7098, -1.8385, -1.8133, -1.7548, -1.7202, -1.6583, -1.6555, -1.645];8,11799;376;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:100000;3;20;yoga;0.1;[-1.6694, -1.8118, -1.8497, -1.8071, -1.7864, -1.7548, -1.683, -1.6583, -1.6555, -1.645];8,10649;377;377,6666667;-13863,66667;-97,35%;8,100056667;0,05%;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;20;yoga;0.1;[-1.7476, -1.8385, -1.8497, -1.8071, -1.7988, -1.7345, -1.683, -1.6555, -1.645];8,04309;3785;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;20;yoga;0.1;[-1.7476, -1.8118, -1.8497, -1.8071, -1.7345, -1.7202, -1.6583, -1.6555, -1.645];8,05339;3834;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:1000000;3;20;yoga;0.1;[-1.7476, -1.8385, -1.8071, -1.7345, -1.7195, -1.6657, -1.6583, -1.6555];8,08069;3807;3808,666667;-10432,66667;-73,26%;8,059056667;0,46%;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;20;yoga;0.1;[-1.7815, -1.8066, -1.7988, -1.7202, -1.6583, -1.645];8,19519;30;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;20;yoga;0.1;[-1.7815, -1.8385, -1.8497, -1.8071, -1.7195, -1.6583];8,31209;30;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:10000;3;20;yoga;0.1;[-1.7815, -1.8071, -1.8133, -1.7345, -1.6583, -1.6555, -1.645];8,18169;30;30;-14211,33333;-99,79%;8,229656667;1,65%;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;20;yoga;0.1;[-1.7476, -1.7815, -1.8071, -1.7345, -1.7202, -1.683, -1.645];8,12469;318;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;20;yoga;0.1;[-1.7476, -1.8066, -1.7988, -1.7345, -1.7202, -1.683, -1.6583];8,12139;315;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:100000;3;20;yoga;0.1;[-1.7815, -1.8385, -1.8497, -1.7988, -1.7548, -1.7202, -1.683, -1.6583];8,06939;315;316;-13925,33333;-97,78%;8,105156667;0,11%;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;20;yoga;0.1;[-1.7815, -1.8118, -1.8066, -1.7345, -1.7195, -1.6657, -1.61];8,09029;3201;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;20;yoga;0.1;[-1.7815, -1.8385, -1.8133, -1.7548, -1.7202, -1.6555, -1.645];8,11389;3225;;;;;;;;;;
Random Buckets MSM-Mean: bucketsize:5, rand:1000000;3;20;yoga;0.1;[-1.7815, -1.8118, -1.8066, -1.8133, -1.7548, -1.7202, -1.6583, -1.6555, -1.645];8,05319;3200;3208,666667;-11032,66667;-77,47%;8,08579;0,13%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;20;yoga;0.1;[-2.1705, -1.8385, -2.1232, -1.8066, -1.645];9,80139;52;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;20;yoga;0.1;[-1.7098, -2.1232, -1.645];9,56929;52;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:10000;3;20;yoga;0.1;[-1.6694, -2.132, -1.8497, -1.645];9,47539;52;52;-14189,33333;-99,63%;9,615356667;18,76%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;20;yoga;0.1;[-2.1481, -1.8385, -1.645];9,18019;529;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;20;yoga;0.1;[-1.7815, -2.132, -1.8497, -1.645];9,37339;542;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:100000;3;20;yoga;0.1;[-1.7815, -1.645];8,66309;528;533;-13708,33333;-96,26%;9,072223333;12,05%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;20;yoga;0.1;[-1.6694, -1.645];8,49809;5393;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;20;yoga;0.1;[-1.6694, -1.6555, -1.439];8,52579;5400;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:2, rand:1000000;3;20;yoga;0.1;[-1.6267, -1.439];8,59049;5426;5406,333333;-8835;-62,04%;8,538123333;5,46%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;20;yoga;0.1;[-1.7098, -1.645];8,53979;37;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;20;yoga;0.1;[-1.7098, -1.439];8,71159;37;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:10000;3;20;yoga;0.1;[-1.6583, -1.439];8,62489;37;37;-14204,33333;-99,74%;8,625423333;6,53%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;20;yoga;0.1;[-1.6694, -1.6583, -1.439];8,52859;382;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;20;yoga;0.1;[-1.6267, -1.6555];8,50209;383;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:100000;3;20;yoga;0.1;[-1.7098, -1.7202, -1.645];8,44049;389;384,6666667;-13856,66667;-97,30%;8,49039;4,87%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.7202, -1.645];8,44049;3888;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;20;yoga;0.1;[-1.6694, -1.683, -1.645];8,41169;3889;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:3, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.683, -1.645];8,41169;3857;3878;-10363,33333;-72,77%;8,42129;4,01%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;20;yoga;0.1;[-1.7098, -1.645];8,53979;30;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;20;yoga;0.1;[-1.7098, -1.683, -1.4661];8,53299;30;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:10000;3;20;yoga;0.1;[-1.6267, -1.6583, -1.439];8,52489;29;29,66666667;-14211,66667;-99,79%;8,532556667;5,39%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;20;yoga;0.1;[-1.6267, -1.645];8,48109;311;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;20;yoga;0.1;[-1.7476, -1.7202, -1.6555];8,45359;304;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:100000;3;20;yoga;0.1;[-1.7098, -1.7202, -1.645];8,44049;304;306,3333333;-13935;-97,85%;8,45839;4,47%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.7202, -1.645];8,44049;3079;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.683, -1.645];8,41169;3096;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:4, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.7202, -1.645];8,44049;3094;3089,666667;-11151,66667;-78,30%;8,43089;4,13%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;20;yoga;0.1;[-1.7202, -1.645];8,54049;25;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;20;yoga;0.1;[-1.7098, -1.645];8,53979;25;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:10000;3;20;yoga;0.1;[-1.8066, -1.7548, -1.645];8,53769;25;25;-14216,33333;-99,82%;8,539323333;5,47%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;20;yoga;0.1;[-1.7098, -1.7202, -1.645];8,44049;257;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;20;yoga;0.1;[-1.7476, -1.7202, -1.645];8,45359;258;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:100000;3;20;yoga;0.1;[-1.7098, -1.7195, -1.645];8,44049;256;257;-13984,33333;-98,20%;8,444856667;4,30%;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.7202, -1.645];8,44049;2600;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.683, -1.645];8,41169;2634;;;;;;;;;;
Random Buckets Merge MSM-Mean: bucketsize:5, rand:1000000;3;20;yoga;0.1;[-1.7098, -1.7202, -1.645];8,44049;2651;2628,333333;-11613;-81,54%;8,43089;4,13%;;;;;
Generic MSM-Mean EA: generations:10000;3;20;yoga;0.1;[-1.7476, -1.7476, -1.7815, -1.8118, -1.8385, -1.8497, -1.8071, -1.8071, -1.8071, -1.7815, -1.7345, -1.683, -1.6657, -1.645, -1.5826, -1.5043, -1.4661, -0.75376, -0.75376, -0.82989];10,13132;76;;;;;;;;;;
